condition,author_set,window_size,start_mark,end_mark,target_author,run_id,source_book,feature,window_index,target_kl,nearest_other_kl,target_margin,target_rank,target_hit,predicted_author,model,arm,offset,source_type
human_interior,all_authors,1000,4450,5450,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/55562.txt,f1,4,0.24208653537093688,0.18118522292356143,-0.060901312447375455,5,False,mary_shelley,human,human_interior,1450,human
human_interior,all_authors,1000,5450,6450,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/55562.txt,f1,5,0.23704992054860186,0.07533721891989456,-0.1617127016287073,7,False,mary_shelley,human,human_interior,1450,human
human_interior,all_authors,1000,1450,2450,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/55562.txt,f3,1,0.1304163990441081,0.06507133503833651,-0.06534506400577159,3,False,arthur_scott_bailey,human,human_interior,1450,human
human_interior,all_authors,1000,2450,3450,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/55562.txt,f3,2,0.07993072378422542,0.05397370925937676,-0.025957014524848658,2,False,arthur_scott_bailey,human,human_interior,1450,human
human_interior,all_authors,1000,3450,4450,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/55562.txt,f3,3,0.13635027729824045,0.08745272127840423,-0.048897556019836225,2,False,arthur_scott_bailey,human,human_interior,1450,human
human_interior,all_authors,1000,4450,5450,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/55562.txt,f3,4,0.4020706079186741,0.5644315581970722,0.16236095027839814,1,True,luis_senarens,human,human_interior,1450,human
human_interior,all_authors,1000,5450,6450,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/55562.txt,f3,5,0.4128922211573541,0.28026088030199964,-0.13263134085535444,4,False,mary_shelley,human,human_interior,1450,human
human_start,all_authors,1000,0,1000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,1,0.019767522001998782,0.05322638502398367,0.03345886302198489,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,1000,2000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,2,0.004294257677887303,0.025653933829115867,0.021359676151228565,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,2000,3000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,3,0.05260890010964094,0.05534917192386956,0.0027402718142286175,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,3000,4000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,4,0.0028617279245665064,0.027195302728868248,0.02433357480430174,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,4000,5000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,5,0.005767574983682131,0.0358494763074544,0.03008190132377227,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,0,1000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,1,0.041044506358538055,0.11493631466268667,0.07389180830414861,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,1000,2000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,2,0.02102285594417589,0.07844850732490118,0.057425651380725286,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,2000,3000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,3,0.0993643604315494,0.1234383800152987,0.024074019583749287,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,3000,4000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,4,0.011723518665576246,0.08197345205811196,0.07024993339253571,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,4000,5000,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,5,0.025100675681824863,0.10499236288143378,0.07989168719960892,1,True,john_c_hutcheson,human,human_start,0,human
human_interior,all_authors,1000,5761,6761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,1,0.017311800316916162,0.0504127022927867,0.03310090197587054,1,True,john_c_hutcheson,human,human_interior,5761,human
human_interior,all_authors,1000,6761,7761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,2,0.021347243040526095,0.06731416652543436,0.04596692348490826,1,True,john_c_hutcheson,human,human_interior,5761,human
human_interior,all_authors,1000,7761,8761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,3,0.021247658506398703,0.055258662357206376,0.03401100385080767,1,True,john_c_hutcheson,human,human_interior,5761,human
human_interior,all_authors,1000,8761,9761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,4,0.006277079568530064,0.03329531947724723,0.027018239908717167,1,True,john_c_hutcheson,human,human_interior,5761,human
human_interior,all_authors,1000,9761,10761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f1,5,0.010319799551389227,0.05083716413859119,0.04051736458720197,1,True,john_c_hutcheson,human,human_interior,5761,human
human_interior,all_authors,1000,5761,6761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,1,0.044547906743016445,0.12738651941035622,0.08283861266733977,1,True,john_c_hutcheson,human,human_interior,5761,human
human_interior,all_authors,1000,6761,7761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,2,0.049595982696142564,0.1617628631256042,0.11216688042946163,1,True,john_c_hutcheson,human,human_interior,5761,human
human_interior,all_authors,1000,7761,8761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,3,0.04380869784168605,0.12026416306976073,0.07645546522807468,1,True,john_c_hutcheson,human,human_interior,5761,human
human_interior,all_authors,1000,8761,9761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,4,0.028417125047702448,0.11295007167484682,0.08453294662714436,1,True,john_c_hutcheson,human,human_interior,5761,human
human_interior,all_authors,1000,9761,10761,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21107.txt,f3,5,0.027812897399037296,0.13083254450654294,0.10301964710750565,1,True,john_c_hutcheson,human,human_interior,5761,human
human_start,all_authors,1000,0,1000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,1,0.02664808932941575,0.007629488343966715,-0.01901860098544904,4,False,kathleen_thompson_norris,human,human_start,0,human
human_start,all_authors,1000,1000,2000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,2,0.008064738636820251,0.03068605911592892,0.02262132047910867,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,2000,3000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,3,0.009800252098092831,0.028548695033431798,0.018748442935338967,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,3000,4000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,4,0.039279450888679165,0.03719112221654166,-0.0020883286721375058,2,False,charles_dickens,human,human_start,0,human
human_start,all_authors,1000,4000,5000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,5,0.048378189987097225,0.028690298753793104,-0.01968789123330412,6,False,charles_dickens,human,human_start,0,human
human_start,all_authors,1000,0,1000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,1,0.07506272170427196,0.04688586439131179,-0.02817685731296017,3,False,kathleen_thompson_norris,human,human_start,0,human
human_start,all_authors,1000,1000,2000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,2,0.032530343389013214,0.07020939863592947,0.037679055246916254,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,2000,3000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,3,0.03901001059386085,0.06353522810076488,0.024525217506904035,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,3000,4000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,4,0.09243558685272715,0.11219023944997393,0.019754652597246777,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,4000,5000,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,5,0.12330099619086866,0.08389257312431038,-0.039408423066558285,6,False,charles_dickens,human,human_start,0,human
human_interior,all_authors,1000,8124,9124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,1,0.019546778712395733,0.014546231032134403,-0.005000547680261331,2,False,charles_dickens,human,human_interior,8124,human
human_interior,all_authors,1000,9124,10124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,2,0.008972085329215968,0.021309009132594717,0.012336923803378749,1,True,john_c_hutcheson,human,human_interior,8124,human
human_interior,all_authors,1000,10124,11124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,3,0.006299720933896448,0.01454712573937734,0.008247404805480892,1,True,john_c_hutcheson,human,human_interior,8124,human
human_interior,all_authors,1000,11124,12124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,4,0.009000137882796262,0.025122483393467794,0.016122345510671533,1,True,john_c_hutcheson,human,human_interior,8124,human
human_interior,all_authors,1000,12124,13124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f1,5,0.004818761521051065,0.014334193070577277,0.009515431549526212,1,True,john_c_hutcheson,human,human_interior,8124,human
human_interior,all_authors,1000,8124,9124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,1,0.049572463547533016,0.05866737883906051,0.009094915291527492,1,True,john_c_hutcheson,human,human_interior,8124,human
human_interior,all_authors,1000,9124,10124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,2,0.03966975456209117,0.047547708844071696,0.007877954281980529,1,True,john_c_hutcheson,human,human_interior,8124,human
human_interior,all_authors,1000,10124,11124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,3,0.033143520912959176,0.05174193910748441,0.018598418194525235,1,True,john_c_hutcheson,human,human_interior,8124,human
human_interior,all_authors,1000,11124,12124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,4,0.03502159167012156,0.06908378322978351,0.03406219155966195,1,True,john_c_hutcheson,human,human_interior,8124,human
human_interior,all_authors,1000,12124,13124,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/24267.txt,f3,5,0.03131202233386667,0.04739155618561228,0.016079533851745605,1,True,john_c_hutcheson,human,human_interior,8124,human
human_start,all_authors,1000,0,1000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,1,0.010671441218238598,0.041268615525513024,0.030597174307274426,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,1000,2000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,2,0.06240266696744069,0.07061395183806327,0.008211284870622573,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,2000,3000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,3,0.00667376044403406,0.019183794916726372,0.012510034472692312,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,3000,4000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,4,0.010615558548495843,0.03387989610436148,0.023264337555865634,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,4000,5000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,5,0.022741280189951463,0.02255603080725288,-0.00018524938269858307,2,False,kathleen_thompson_norris,human,human_start,0,human
human_start,all_authors,1000,0,1000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,1,0.04831990840672334,0.12330193327018538,0.07498202486346203,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,1000,2000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,2,0.14720258177569695,0.16296961286858622,0.015767031092889267,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,2000,3000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,3,0.03597388678910811,0.07058837937272118,0.03461449258361307,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,3000,4000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,4,0.03876023462807924,0.08214216445281633,0.04338192982473709,1,True,john_c_hutcheson,human,human_start,0,human
human_start,all_authors,1000,4000,5000,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,5,0.06409387298712611,0.08790278000600912,0.02380890701888301,1,True,john_c_hutcheson,human,human_start,0,human
human_interior,all_authors,1000,8199,9199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,1,0.013893417036704955,0.03643535607880534,0.022541939042100383,1,True,john_c_hutcheson,human,human_interior,8199,human
human_interior,all_authors,1000,9199,10199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,2,0.019182324459686637,0.04309766855195109,0.02391534409226445,1,True,john_c_hutcheson,human,human_interior,8199,human
human_interior,all_authors,1000,10199,11199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,3,0.006982585027637982,0.028017350331827263,0.021034765304189282,1,True,john_c_hutcheson,human,human_interior,8199,human
human_interior,all_authors,1000,11199,12199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,4,0.004394079681978732,0.04226709331317188,0.03787301363119315,1,True,john_c_hutcheson,human,human_interior,8199,human
human_interior,all_authors,1000,12199,13199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f1,5,0.03198477411008939,0.02743873928164681,-0.004546034828442579,2,False,kathleen_thompson_norris,human,human_interior,8199,human
human_interior,all_authors,1000,8199,9199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,1,0.03757750045174562,0.1060895818555124,0.06851208140376677,1,True,john_c_hutcheson,human,human_interior,8199,human
human_interior,all_authors,1000,9199,10199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,2,0.05386647221815805,0.12715128588947933,0.07328481367132128,1,True,john_c_hutcheson,human,human_interior,8199,human
human_interior,all_authors,1000,10199,11199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,3,0.023080764611592617,0.09161595439513831,0.0685351897835457,1,True,john_c_hutcheson,human,human_interior,8199,human
human_interior,all_authors,1000,11199,12199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,4,0.02665138313028904,0.09611286105042424,0.0694614779201352,1,True,john_c_hutcheson,human,human_interior,8199,human
human_interior,all_authors,1000,12199,13199,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21108.txt,f3,5,0.07450334658588287,0.1008119687802712,0.02630862219438833,1,True,john_c_hutcheson,human,human_interior,8199,human
human_start,all_authors,1000,0,1000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,1,0.012452651395428787,0.023423902831345943,0.010971251435917156,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,1000,2000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,2,0.01202191167473678,0.03259215284765591,0.02057024117291913,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,2000,3000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,3,0.005138056043430549,0.021035433609116097,0.015897377565685548,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,3000,4000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,4,0.0027693820384153624,0.026204398768143865,0.023435016729728503,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,4000,5000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,5,0.0088577794926299,0.02456237353636865,0.01570459404373875,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,0,1000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,1,0.033963782546331624,0.06000775430655006,0.026043971760218436,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,1000,2000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,2,0.030331336892924533,0.06489667555904499,0.03456533866612046,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,2000,3000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,3,0.02571361138337654,0.06254902519736898,0.03683541381399244,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,3000,4000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,4,0.018891932381548477,0.06691325723683832,0.04802132485528984,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,4000,5000,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,5,0.03966943963971363,0.07354485732602468,0.033875417686311055,1,True,harold_l_goodwin,human,human_start,0,human
human_interior,all_authors,1000,3375,4375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,1,0.00838625911828256,0.025390818214251532,0.01700455909596897,1,True,harold_l_goodwin,human,human_interior,3375,human
human_interior,all_authors,1000,4375,5375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,2,0.00465924877460388,0.023290972876274244,0.018631724101670365,1,True,harold_l_goodwin,human,human_interior,3375,human
human_interior,all_authors,1000,5375,6375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,3,0.01018458259796419,0.029434239921526294,0.019249657323562104,1,True,harold_l_goodwin,human,human_interior,3375,human
human_interior,all_authors,1000,6375,7375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,4,0.0017086189344318967,0.01583859514512685,0.014129976210694952,1,True,harold_l_goodwin,human,human_interior,3375,human
human_interior,all_authors,1000,7375,8375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f1,5,0.11813661382089687,0.0973651734127148,-0.02077144040818206,4,False,herbert_george_wells,human,human_interior,3375,human
human_interior,all_authors,1000,3375,4375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,1,0.038047609965085584,0.0641883434592976,0.02614073349421201,1,True,harold_l_goodwin,human,human_interior,3375,human
human_interior,all_authors,1000,4375,5375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,2,0.01317813720881396,0.05692484359809412,0.04374670638928016,1,True,harold_l_goodwin,human,human_interior,3375,human
human_interior,all_authors,1000,5375,6375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,3,0.024429459228517882,0.06531642275393625,0.04088696352541836,1,True,harold_l_goodwin,human,human_interior,3375,human
human_interior,all_authors,1000,6375,7375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,4,0.01846767777402204,0.06381448236788552,0.04534680459386348,1,True,harold_l_goodwin,human,human_interior,3375,human
human_interior,all_authors,1000,7375,8375,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31581.txt,f3,5,0.3026720674699697,0.2142762053081907,-0.08839586216177903,6,False,joseph_conrad,human,human_interior,3375,human
human_start,all_authors,1000,0,1000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,1,0.01300909725397118,0.010279794199404385,-0.0027293030545667944,2,False,arthur_conan_doyle,human,human_start,0,human
human_start,all_authors,1000,1000,2000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,2,0.005991105132562831,0.018636129644049954,0.012645024511487121,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,2000,3000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,3,0.0036599007873951385,0.01982790740772661,0.016168006620331472,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,3000,4000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,4,0.0041296193452525125,0.025501305326011962,0.02137168598075945,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,4000,5000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,5,0.0068669934154027175,0.02290679030759723,0.01603979689219451,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,0,1000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,1,0.04508609985761304,0.05238710920602342,0.007301009348410381,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,1000,2000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,2,0.02790711119706668,0.049246943590982944,0.021339832393916264,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,2000,3000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,3,0.02188626406545451,0.06964622733980219,0.047759963274347686,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,3000,4000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,4,0.024945463379652928,0.04037985055599627,0.015434387176343344,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,4000,5000,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,5,0.02868519611043295,0.05162585999490618,0.02294066388447323,1,True,harold_l_goodwin,human,human_start,0,human
human_interior,all_authors,1000,1122,2122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,1,0.005003660280075627,0.019199799984526478,0.014196139704450852,1,True,harold_l_goodwin,human,human_interior,1122,human
human_interior,all_authors,1000,2122,3122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,2,0.0035293897322231224,0.01543543368846093,0.01190604395623781,1,True,harold_l_goodwin,human,human_interior,1122,human
human_interior,all_authors,1000,3122,4122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,3,0.0027895453786349438,0.025600916105509183,0.02281137072687424,1,True,harold_l_goodwin,human,human_interior,1122,human
human_interior,all_authors,1000,4122,5122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,4,0.010868337425864415,0.023055012842431034,0.012186675416566619,1,True,harold_l_goodwin,human,human_interior,1122,human
human_interior,all_authors,1000,5122,6122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f1,5,0.0079682175541308,0.02525872528391992,0.01729050772978912,1,True,harold_l_goodwin,human,human_interior,1122,human
human_interior,all_authors,1000,1122,2122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,1,0.024058502322510177,0.05007934959440165,0.02602084727189147,1,True,harold_l_goodwin,human,human_interior,1122,human
human_interior,all_authors,1000,2122,3122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,2,0.024667945021431652,0.0656216842061995,0.04095373918476785,1,True,harold_l_goodwin,human,human_interior,1122,human
human_interior,all_authors,1000,3122,4122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,3,0.022020165533548172,0.0421527845969264,0.02013261906337823,1,True,harold_l_goodwin,human,human_interior,1122,human
human_interior,all_authors,1000,4122,5122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,4,0.033161141642862574,0.05355528334846474,0.020394141705602165,1,True,harold_l_goodwin,human,human_interior,1122,human
human_interior,all_authors,1000,5122,6122,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31589.txt,f3,5,0.02374373981762094,0.06126424499280973,0.03752050517518879,1,True,harold_l_goodwin,human,human_interior,1122,human
human_start,all_authors,1000,0,1000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f1,1,0.0048050842228920245,0.02847617224810239,0.023671088025210365,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,1000,2000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f1,2,0.0035170735054623333,0.03411102554870773,0.030593952043245394,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,2000,3000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f1,3,0.006463768451388156,0.016647439271526485,0.01018367082013833,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,3000,4000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f1,4,0.0038978773495631325,0.015462126450082155,0.011564249100519022,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,4000,5000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f1,5,0.006006452787385541,0.006357815502149996,0.0003513627147644551,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,0,1000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f3,1,0.020529959329853766,0.04787855887678128,0.027348599546927515,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,1000,2000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f3,2,0.01877937972945865,0.06566302451515783,0.04688364478569919,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,2000,3000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f3,3,0.025359266677001342,0.05948310470117898,0.034123838024177636,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,3000,4000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f3,4,0.02640585242928067,0.04396275280176035,0.017556900372479683,1,True,harold_l_goodwin,human,human_start,0,human
human_start,all_authors,1000,4000,5000,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f3,5,0.0364857297865913,0.030346741354306723,-0.006138988432284578,2,False,ethel_m_dell,human,human_start,0,human
human_interior,all_authors,1000,2272,3272,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f1,1,0.00829604218102697,0.010318533184692003,0.002022491003665033,1,True,harold_l_goodwin,human,human_interior,2272,human
human_interior,all_authors,1000,3272,4272,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f1,2,0.0038943960477923864,0.015839973770808664,0.011945577723016278,1,True,harold_l_goodwin,human,human_interior,2272,human
human_interior,all_authors,1000,4272,5272,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/32059.txt,f1,3,0.0034122501501014286,0.009817836016190783,0.006405585866089355,1,True,harold_l_goodwin,human,human_interior,2272,human
