author_set,source_type,condition,feature,chunk_size,author,cohort,sample_id,book_id,prompt_source_book,run_id,predicted_author,correct
all_authors,llm,pro,f1,2000,harold_l_goodwin,new,generated_texts_positional_mechanism_v1/pro_c2/harold_l_goodwin/run_07.txt,,gutenberg_texts/31581.txt,7,harold_l_goodwin,1
all_authors,llm,pro,f1,2000,harold_l_goodwin,new,generated_texts_positional_mechanism_v1/pro_c2/harold_l_goodwin/run_08.txt,,gutenberg_texts/31589.txt,8,harold_l_goodwin,1
all_authors,llm,pro,f1,2000,harold_l_goodwin,new,generated_texts_positional_mechanism_v1/pro_c2/harold_l_goodwin/run_09.txt,,gutenberg_texts/31581.txt,9,harold_l_goodwin,1
all_authors,llm,pro,f1,2000,harold_l_goodwin,new,generated_texts_positional_mechanism_v1/pro_c2/harold_l_goodwin/run_10.txt,,gutenberg_texts/31589.txt,10,harold_l_goodwin,1
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_01.txt,,gutenberg_texts/3635.txt,1,oscar_wilde,0
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_02.txt,,gutenberg_texts/4787.txt,2,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_03.txt,,gutenberg_texts/3635.txt,3,herbert_george_wells,0
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_04.txt,,gutenberg_texts/4787.txt,4,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_05.txt,,gutenberg_texts/3635.txt,5,oscar_wilde,0
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_06.txt,,gutenberg_texts/4787.txt,6,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_07.txt,,gutenberg_texts/3635.txt,7,oscar_wilde,0
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_08.txt,,gutenberg_texts/4787.txt,8,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_09.txt,,gutenberg_texts/3635.txt,9,herbert_george_wells,0
all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/pro_c2/kathleen_thompson_norris/run_10.txt,,gutenberg_texts/4787.txt,10,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_01.txt,,gutenberg_texts/9462.txt,1,robert_sidney_bowen,0
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_02.txt,,gutenberg_texts/18656.txt,2,luis_senarens,0
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_03.txt,,gutenberg_texts/9462.txt,3,robert_sidney_bowen,0
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_04.txt,,gutenberg_texts/18656.txt,4,arthur_scott_bailey,1
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_05.txt,,gutenberg_texts/9462.txt,5,robert_sidney_bowen,0
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_06.txt,,gutenberg_texts/18656.txt,6,arthur_scott_bailey,1
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_07.txt,,gutenberg_texts/9462.txt,7,arthur_scott_bailey,1
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_08.txt,,gutenberg_texts/18656.txt,8,arthur_scott_bailey,1
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_09.txt,,gutenberg_texts/9462.txt,9,robert_sidney_bowen,0
all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/pro_c2/arthur_scott_bailey/run_10.txt,,gutenberg_texts/18656.txt,10,arthur_scott_bailey,1
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_01.txt,,gutenberg_texts/8741.txt,1,oscar_wilde,0
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_02.txt,,gutenberg_texts/9378.txt,2,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_03.txt,,gutenberg_texts/8741.txt,3,joseph_conrad,0
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_04.txt,,gutenberg_texts/9378.txt,4,herbert_george_wells,0
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_05.txt,,gutenberg_texts/8741.txt,5,joseph_conrad,0
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_06.txt,,gutenberg_texts/9378.txt,6,oscar_wilde,0
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_07.txt,,gutenberg_texts/8741.txt,7,joseph_conrad,0
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_08.txt,,gutenberg_texts/9378.txt,8,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_09.txt,,gutenberg_texts/8741.txt,9,oscar_wilde,0
all_authors,llm,pro,f1,2000,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/pro_c2/louis_joseph_vance/run_10.txt,,gutenberg_texts/9378.txt,10,oscar_wilde,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_01.txt,,gutenberg_texts/16918.txt,1,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_02.txt,,gutenberg_texts/8874.txt,2,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_03.txt,,gutenberg_texts/16918.txt,3,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_04.txt,,gutenberg_texts/8874.txt,4,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_05.txt,,gutenberg_texts/16918.txt,5,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_06.txt,,gutenberg_texts/8874.txt,6,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_07.txt,,gutenberg_texts/16918.txt,7,herbert_george_wells,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_08.txt,,gutenberg_texts/8874.txt,8,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_09.txt,,gutenberg_texts/16918.txt,9,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,susan_warner,new,generated_texts_positional_mechanism_v1/pro_c2/susan_warner/run_10.txt,,gutenberg_texts/8874.txt,10,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_01.txt,,gutenberg_texts/12360.txt,1,harold_l_goodwin,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_02.txt,,gutenberg_texts/13960.txt,2,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_03.txt,,gutenberg_texts/12360.txt,3,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_04.txt,,gutenberg_texts/13960.txt,4,harold_l_goodwin,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_05.txt,,gutenberg_texts/12360.txt,5,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_06.txt,,gutenberg_texts/13960.txt,6,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_07.txt,,gutenberg_texts/12360.txt,7,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_08.txt,,gutenberg_texts/13960.txt,8,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_09.txt,,gutenberg_texts/12360.txt,9,arthur_conan_doyle,0
all_authors,llm,pro,f1,2000,ethel_m_dell,new,generated_texts_positional_mechanism_v1/pro_c2/ethel_m_dell/run_10.txt,,gutenberg_texts/13960.txt,10,arthur_conan_doyle,0
all_authors,human,,f1,4000,jane_austen,existing,full_books/jane_austen_full.txt#chunk1,full_books/jane_austen_full.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,full_books/jane_austen_full.txt#chunk2,full_books/jane_austen_full.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,full_books/jane_austen_full.txt#chunk3,full_books/jane_austen_full.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,full_books/jane_austen_full.txt#chunk4,full_books/jane_austen_full.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,full_books/jane_austen_full.txt#chunk5,full_books/jane_austen_full.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,full_books/jane_austen_full.txt#chunk6,full_books/jane_austen_full.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,gutenberg_texts/161.txt#chunk1,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,gutenberg_texts/161.txt#chunk2,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,gutenberg_texts/161.txt#chunk3,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,gutenberg_texts/161.txt#chunk4,gutenberg_texts/161.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,gutenberg_texts/1342.txt#chunk1,gutenberg_texts/1342.txt,,,louis_joseph_vance,0
all_authors,human,,f1,4000,jane_austen,existing,gutenberg_texts/1342.txt#chunk2,gutenberg_texts/1342.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,gutenberg_texts/1342.txt#chunk3,gutenberg_texts/1342.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,gutenberg_texts/1342.txt#chunk4,gutenberg_texts/1342.txt,,,jane_austen,1
all_authors,human,,f1,4000,jane_austen,existing,gutenberg_texts/1342.txt#chunk5,gutenberg_texts/1342.txt,,,mark_twain,0
all_authors,human,,f1,4000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk1,full_books/herbert_george_wells_full.txt,,,arthur_conan_doyle,0
all_authors,human,,f1,4000,herbert_george_wells,existing,full_books/herbert_george_wells_full.txt#chunk2,full_books/herbert_george_wells_full.txt,,,arthur_conan_doyle,0
all_authors,human,,f1,4000,herbert_george_wells,existing,gutenberg_texts/35.txt#chunk1,gutenberg_texts/35.txt,,,joseph_conrad,0
all_authors,human,,f1,4000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk1,gutenberg_texts/36.txt,,,joseph_conrad,0
all_authors,human,,f1,4000,herbert_george_wells,existing,gutenberg_texts/36.txt#chunk2,gutenberg_texts/36.txt,,,joseph_conrad,0
all_authors,human,,f1,4000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk1,full_books/agnes_may_fleming_full.txt,,,charles_dickens,0
all_authors,human,,f1,4000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk2,full_books/agnes_may_fleming_full.txt,,,charles_dickens,0
all_authors,human,,f1,4000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk3,full_books/agnes_may_fleming_full.txt,,,john_c_hutcheson,0
all_authors,human,,f1,4000,agnes_may_fleming,existing,full_books/agnes_may_fleming_full.txt#chunk4,full_books/agnes_may_fleming_full.txt,,,charles_dickens,0
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk1,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk2,gutenberg_texts/7063.txt,,,herbert_george_wells,0
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk3,gutenberg_texts/7063.txt,,,charles_dickens,0
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk4,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk5,gutenberg_texts/7063.txt,,,agnes_may_fleming,1
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk6,gutenberg_texts/7063.txt,,,joseph_conrad,0
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/7063.txt#chunk7,gutenberg_texts/7063.txt,,,herbert_george_wells,0
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk1,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk2,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk3,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,4000,agnes_may_fleming,existing,gutenberg_texts/15317.txt#chunk4,gutenberg_texts/15317.txt,,,agnes_may_fleming,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/46.txt#chunk1,gutenberg_texts/46.txt,,,louis_joseph_vance,0
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/98.txt#chunk1,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/98.txt#chunk2,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/98.txt#chunk3,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/98.txt#chunk4,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/98.txt#chunk5,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/98.txt#chunk6,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/98.txt#chunk7,gutenberg_texts/98.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk1,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk2,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk3,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk4,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk5,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk6,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk7,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,4000,charles_dickens,existing,gutenberg_texts/1400.txt#chunk8,gutenberg_texts/1400.txt,,,charles_dickens,1
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/74.txt#chunk1,gutenberg_texts/74.txt,,,louis_joseph_vance,0
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/74.txt#chunk2,gutenberg_texts/74.txt,,,agnes_may_fleming,0
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/74.txt#chunk3,gutenberg_texts/74.txt,,,louis_joseph_vance,0
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/76.txt#chunk1,gutenberg_texts/76.txt,,,mark_twain,1
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/76.txt#chunk2,gutenberg_texts/76.txt,,,mark_twain,1
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/76.txt#chunk3,gutenberg_texts/76.txt,,,mark_twain,1
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/76.txt#chunk4,gutenberg_texts/76.txt,,,charlotte_bronte,0
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/86.txt#chunk1,gutenberg_texts/86.txt,,,mary_shelley,0
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/86.txt#chunk2,gutenberg_texts/86.txt,,,jane_austen,0
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/86.txt#chunk3,gutenberg_texts/86.txt,,,mark_twain,1
all_authors,human,,f1,4000,mark_twain,existing,gutenberg_texts/86.txt#chunk4,gutenberg_texts/86.txt,,,mark_twain,1
all_authors,human,,f1,4000,arthur_conan_doyle,existing,gutenberg_texts/1661.txt#chunk1,gutenberg_texts/1661.txt,,,arthur_conan_doyle,1
all_authors,human,,f1,4000,arthur_conan_doyle,existing,gutenberg_texts/1661.txt#chunk2,gutenberg_texts/1661.txt,,,arthur_conan_doyle,1
all_authors,human,,f1,4000,arthur_conan_doyle,existing,gutenberg_texts/1661.txt#chunk3,gutenberg_texts/1661.txt,,,arthur_conan_doyle,1
all_authors,human,,f1,4000,arthur_conan_doyle,existing,gutenberg_texts/1661.txt#chunk4,gutenberg_texts/1661.txt,,,arthur_conan_doyle,1
all_authors,human,,f1,4000,arthur_conan_doyle,existing,gutenberg_texts/244.txt#chunk1,gutenberg_texts/244.txt,,,arthur_conan_doyle,1
all_authors,human,,f1,4000,arthur_conan_doyle,existing,gutenberg_texts/2852.txt#chunk1,gutenberg_texts/2852.txt,,,arthur_conan_doyle,1
all_authors,human,,f1,4000,arthur_conan_doyle,existing,gutenberg_texts/2852.txt#chunk2,gutenberg_texts/2852.txt,,,arthur_conan_doyle,1
all_authors,human,,f1,4000,mary_shelley,existing,gutenberg_texts/84.txt#chunk1,gutenberg_texts/84.txt,,,mary_shelley,1
all_authors,human,,f1,4000,mary_shelley,existing,gutenberg_texts/84.txt#chunk2,gutenberg_texts/84.txt,,,mary_shelley,1
all_authors,human,,f1,4000,mary_shelley,existing,gutenberg_texts/18247.txt#chunk1,gutenberg_texts/18247.txt,,,mary_shelley,1
all_authors,human,,f1,4000,mary_shelley,existing,gutenberg_texts/18247.txt#chunk2,gutenberg_texts/18247.txt,,,mary_shelley,1
all_authors,human,,f1,4000,mary_shelley,existing,gutenberg_texts/18247.txt#chunk3,gutenberg_texts/18247.txt,,,mary_shelley,1
all_authors,human,,f1,4000,mary_shelley,existing,gutenberg_texts/18247.txt#chunk4,gutenberg_texts/18247.txt,,,mary_shelley,1
all_authors,human,,f1,4000,mary_shelley,existing,gutenberg_texts/18247.txt#chunk5,gutenberg_texts/18247.txt,,,mary_shelley,1
all_authors,human,,f1,4000,mary_shelley,existing,gutenberg_texts/18247.txt#chunk6,gutenberg_texts/18247.txt,,,mary_shelley,1
all_authors,human,,f1,4000,mary_shelley,existing,gutenberg_texts/15238.txt#chunk1,gutenberg_texts/15238.txt,,,mary_shelley,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/1260.txt#chunk1,gutenberg_texts/1260.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/1260.txt#chunk2,gutenberg_texts/1260.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/1260.txt#chunk3,gutenberg_texts/1260.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/1260.txt#chunk4,gutenberg_texts/1260.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/1260.txt#chunk5,gutenberg_texts/1260.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/1260.txt#chunk6,gutenberg_texts/1260.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/1260.txt#chunk7,gutenberg_texts/1260.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/1260.txt#chunk8,gutenberg_texts/1260.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/1260.txt#chunk9,gutenberg_texts/1260.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk1,gutenberg_texts/30486.txt,,,jane_austen,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk2,gutenberg_texts/30486.txt,,,charles_dickens,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk3,gutenberg_texts/30486.txt,,,charles_dickens,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk4,gutenberg_texts/30486.txt,,,louis_joseph_vance,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk5,gutenberg_texts/30486.txt,,,louis_joseph_vance,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk6,gutenberg_texts/30486.txt,,,louis_joseph_vance,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk7,gutenberg_texts/30486.txt,,,jane_austen,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk8,gutenberg_texts/30486.txt,,,agnes_may_fleming,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk9,gutenberg_texts/30486.txt,,,susan_warner,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk10,gutenberg_texts/30486.txt,,,louis_joseph_vance,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/30486.txt#chunk11,gutenberg_texts/30486.txt,,,susan_warner,0
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/9182.txt#chunk1,gutenberg_texts/9182.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/9182.txt#chunk2,gutenberg_texts/9182.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/9182.txt#chunk3,gutenberg_texts/9182.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/9182.txt#chunk4,gutenberg_texts/9182.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/9182.txt#chunk5,gutenberg_texts/9182.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/9182.txt#chunk6,gutenberg_texts/9182.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/9182.txt#chunk7,gutenberg_texts/9182.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/9182.txt#chunk8,gutenberg_texts/9182.txt,,,charlotte_bronte,1
all_authors,human,,f1,4000,charlotte_bronte,existing,gutenberg_texts/9182.txt#chunk9,gutenberg_texts/9182.txt,,,mark_twain,0
all_authors,human,,f1,4000,oscar_wilde,existing,gutenberg_texts/174.txt#chunk1,gutenberg_texts/174.txt,,,arthur_conan_doyle,0
all_authors,human,,f1,4000,oscar_wilde,existing,gutenberg_texts/174.txt#chunk2,gutenberg_texts/174.txt,,,herbert_george_wells,0
all_authors,human,,f1,4000,oscar_wilde,existing,gutenberg_texts/174.txt#chunk3,gutenberg_texts/174.txt,,,herbert_george_wells,0
all_authors,human,,f1,4000,oscar_wilde,existing,gutenberg_texts/773.txt#chunk1,gutenberg_texts/773.txt,,,mary_shelley,0
all_authors,human,,f1,4000,joseph_conrad,existing,gutenberg_texts/219.txt#chunk1,gutenberg_texts/219.txt,,,mary_shelley,0
all_authors,human,,f1,4000,joseph_conrad,existing,gutenberg_texts/5658.txt#chunk1,gutenberg_texts/5658.txt,,,joseph_conrad,1
all_authors,human,,f1,4000,joseph_conrad,existing,gutenberg_texts/5658.txt#chunk2,gutenberg_texts/5658.txt,,,luis_senarens,0
all_authors,human,,f1,4000,joseph_conrad,existing,gutenberg_texts/5658.txt#chunk3,gutenberg_texts/5658.txt,,,joseph_conrad,1
all_authors,human,,f1,4000,joseph_conrad,existing,gutenberg_texts/5658.txt#chunk4,gutenberg_texts/5658.txt,,,joseph_conrad,1
all_authors,human,,f1,4000,joseph_conrad,existing,gutenberg_texts/5658.txt#chunk5,gutenberg_texts/5658.txt,,,joseph_conrad,1
all_authors,human,,f1,4000,joseph_conrad,existing,gutenberg_texts/2021.txt#chunk1,gutenberg_texts/2021.txt,,,joseph_conrad,1
all_authors,human,,f1,4000,joseph_conrad,existing,gutenberg_texts/2021.txt#chunk2,gutenberg_texts/2021.txt,,,charles_dickens,0
all_authors,human,,f1,4000,joseph_conrad,existing,gutenberg_texts/2021.txt#chunk3,gutenberg_texts/2021.txt,,,herbert_george_wells,0
