row_type,author_set,source_type,condition,feature,chunk_size,author,cohort,n_authors,n_observations,n_correct,macro_accuracy,macro_ci_low,macro_ci_high,micro_accuracy,micro_ci_low,micro_ci_high,cluster_unit,n_clusters,most_predicted
author,all_authors,llm,flash,f1,4000,louis_joseph_vance,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,mary_shelley,existing,1,20,12,0.6,0.2,1.0,0.6,0.2,1.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,oscar_wilde,existing,1,20,10,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,robert_sidney_bowen,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,flash,f3,1000,ALL,all,20,400,52,0.13000000000000003,0.0475,0.23500000000000004,0.13,0.0475,0.235,author,20,charles_dickens:112; mary_shelley:94; arthur_conan_doyle:40
author,all_authors,llm,flash,f3,1000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,flash,f3,1000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,charles_dickens,existing,1,20,1,0.05,0.0,0.16666666666666666,0.05,0.0,0.16666666666666666,prompt_source_book,3,
author,all_authors,llm,flash,f3,1000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,harold_l_goodwin,new,1,20,4,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,herbert_george_wells,existing,1,20,1,0.05,0.0,0.1,0.05,0.0,0.1,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,jane_austen,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,john_c_hutcheson,new,1,20,9,0.45,0.4,0.5,0.45,0.4,0.5,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,joseph_conrad,existing,1,20,8,0.4,0.0,0.8,0.4,0.0,0.8,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,kathleen_thompson_norris,new,1,20,9,0.45,0.0,0.9,0.45,0.0,0.9,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,louis_joseph_vance,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,mary_shelley,existing,1,20,16,0.8,0.7,0.9,0.8,0.7,0.9,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,oscar_wilde,existing,1,20,4,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,robert_sidney_bowen,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,flash,f3,2000,ALL,all,20,400,54,0.13499999999999998,0.04,0.2475,0.135,0.04,0.2475,author,20,charles_dickens:104; mary_shelley:101; herbert_george_wells:44
author,all_authors,llm,flash,f3,2000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,flash,f3,2000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,charles_dickens,existing,1,20,1,0.05,0.0,0.16666666666666666,0.05,0.0,0.16666666666666666,prompt_source_book,3,
author,all_authors,llm,flash,f3,2000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,harold_l_goodwin,new,1,20,4,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,herbert_george_wells,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,jane_austen,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,john_c_hutcheson,new,1,20,4,0.2,0.1,0.3,0.2,0.1,0.3,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,joseph_conrad,existing,1,20,8,0.4,0.0,0.8,0.4,0.0,0.8,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,kathleen_thompson_norris,new,1,20,7,0.35,0.0,0.7,0.35,0.0,0.7,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,louis_joseph_vance,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,mary_shelley,existing,1,20,19,0.95,0.9,1.0,0.95,0.9,1.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,oscar_wilde,existing,1,20,10,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,robert_sidney_bowen,new,1,20,1,0.05,0.0,0.1,0.05,0.0,0.1,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,flash,f3,4000,ALL,all,20,400,51,0.1275,0.03993750000000011,0.2375,0.1275,0.03993750000000011,0.2375,author,20,charles_dickens:95; mary_shelley:90; oscar_wilde:68
author,all_authors,llm,flash,f3,4000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,flash,f3,4000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,charles_dickens,existing,1,20,4,0.2,0.0,0.5714285714285714,0.2,0.0,0.5714285714285714,prompt_source_book,3,
author,all_authors,llm,flash,f3,4000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,harold_l_goodwin,new,1,20,1,0.05,0.0,0.1,0.05,0.0,0.1,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,herbert_george_wells,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,jane_austen,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,john_c_hutcheson,new,1,20,4,0.2,0.1,0.3,0.2,0.1,0.3,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,joseph_conrad,existing,1,20,5,0.25,0.0,0.5,0.25,0.0,0.5,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,kathleen_thompson_norris,new,1,20,9,0.45,0.0,0.9,0.45,0.0,0.9,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,louis_joseph_vance,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,mary_shelley,existing,1,20,18,0.9,0.8,1.0,0.9,0.8,1.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,oscar_wilde,existing,1,20,10,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,robert_sidney_bowen,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f1,1000,ALL,all,20,200,36,0.18000000000000002,0.075,0.30999999999999994,0.18,0.075,0.31,author,20,arthur_conan_doyle:39; herbert_george_wells:29; joseph_conrad:22
author,all_authors,llm,pro,f1,1000,agnes_may_fleming,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,arthur_conan_doyle,existing,1,10,4,0.4,0.0,0.75,0.4,0.0,0.75,prompt_source_book,3,
author,all_authors,llm,pro,f1,1000,arthur_scott_bailey,new,1,10,6,0.6,0.4,0.8,0.6,0.4,0.8,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,charles_dickens,existing,1,10,2,0.2,0.0,0.5,0.2,0.0,0.5,prompt_source_book,3,
author,all_authors,llm,pro,f1,1000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,joseph_conrad,existing,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,luis_senarens,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,mary_shelley,existing,1,10,6,0.6,0.4,0.8,0.6,0.4,0.8,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,robert_sidney_bowen,new,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f1,2000,ALL,all,20,200,27,0.135,0.04,0.255,0.135,0.04,0.255,author,20,herbert_george_wells:39; arthur_conan_doyle:38; oscar_wilde:30
author,all_authors,llm,pro,f1,2000,agnes_may_fleming,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,arthur_conan_doyle,existing,1,10,4,0.4,0.0,1.0,0.4,0.0,1.0,prompt_source_book,3,
author,all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,1,10,5,0.5,0.2,0.8,0.5,0.2,0.8,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,charles_dickens,existing,1,10,2,0.2,0.0,0.5,0.2,0.0,0.5,prompt_source_book,3,
author,all_authors,llm,pro,f1,2000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,joseph_conrad,existing,1,10,4,0.4,0.0,0.8,0.4,0.0,0.8,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,luis_senarens,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,robert_sidney_bowen,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f1,4000,ALL,all,20,200,27,0.135,0.034999999999999996,0.26,0.135,0.035,0.26,author,20,herbert_george_wells:40; oscar_wilde:35; arthur_conan_doyle:35
author,all_authors,llm,pro,f1,4000,agnes_may_fleming,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,arthur_conan_doyle,existing,1,10,5,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,3,
author,all_authors,llm,pro,f1,4000,arthur_scott_bailey,new,1,10,5,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,charles_dickens,existing,1,10,2,0.2,0.0,0.5,0.2,0.0,0.5,prompt_source_book,3,
author,all_authors,llm,pro,f1,4000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,joseph_conrad,existing,1,10,5,0.5,0.2,0.8,0.5,0.2,0.8,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,luis_senarens,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,robert_sidney_bowen,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f3,1000,ALL,all,20,200,38,0.19,0.085,0.31,0.19,0.085,0.31,author,20,herbert_george_wells:44; arthur_conan_doyle:29; ethel_m_dell:28
author,all_authors,llm,pro,f3,1000,agnes_may_fleming,existing,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,arthur_conan_doyle,existing,1,10,4,0.4,0.0,0.75,0.4,0.0,0.75,prompt_source_book,3,
author,all_authors,llm,pro,f3,1000,arthur_scott_bailey,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,charles_dickens,existing,1,10,3,0.3,0.0,0.5,0.3,0.0,0.5,prompt_source_book,3,
author,all_authors,llm,pro,f3,1000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,herbert_george_wells,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,joseph_conrad,existing,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,louis_joseph_vance,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,luis_senarens,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,mary_shelley,existing,1,10,8,0.8,0.8,0.8,0.8,0.8,0.8,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,mildred_wirt,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,robert_sidney_bowen,new,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f3,2000,ALL,all,20,200,32,0.16,0.06,0.28500000000000003,0.16,0.06,0.285,author,20,herbert_george_wells:44; arthur_conan_doyle:42; ethel_m_dell:24
author,all_authors,llm,pro,f3,2000,agnes_may_fleming,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,arthur_conan_doyle,existing,1,10,6,0.6,0.3333333333333333,1.0,0.6,0.3333333333333333,1.0,prompt_source_book,3,
author,all_authors,llm,pro,f3,2000,arthur_scott_bailey,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,charles_dickens,existing,1,10,4,0.4,0.0,1.0,0.4,0.0,1.0,prompt_source_book,3,
author,all_authors,llm,pro,f3,2000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,joseph_conrad,existing,1,10,5,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,luis_senarens,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,mary_shelley,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,mildred_wirt,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,robert_sidney_bowen,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f3,4000,ALL,all,20,200,28,0.13999999999999999,0.039999999999999994,0.27499999999999997,0.14,0.04,0.275,author,20,herbert_george_wells:65; arthur_conan_doyle:33; harold_l_goodwin:28
author,all_authors,llm,pro,f3,4000,agnes_may_fleming,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,arthur_conan_doyle,existing,1,10,6,0.6,0.3333333333333333,1.0,0.6,0.3333333333333333,1.0,prompt_source_book,3,
author,all_authors,llm,pro,f3,4000,arthur_scott_bailey,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,charles_dickens,existing,1,10,4,0.4,0.0,1.0,0.4,0.0,1.0,prompt_source_book,3,
author,all_authors,llm,pro,f3,4000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,joseph_conrad,existing,1,10,5,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
