rival_mode,window_policy,budget_n,draw,role,design,author,held_out,books,n_marks,long_start,half_start,short_start
symmetric,random,1000,8,target,one_book,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31589.txt,2000,1036,1036,3242
symmetric,random,1000,8,target,two_books,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31589.txt;gutenberg_texts/32059.txt,2000,1036,1036,3242
symmetric,random,1000,8,target,one_book,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/32059.txt,2000,412,412,6184
symmetric,random,1000,8,target,two_books,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/32059.txt;gutenberg_texts/31589.txt,2000,412,412,6184
symmetric,random,1000,8,target,one_book,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31581.txt,2000,4720,4720,176
symmetric,random,1000,8,target,two_books,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31581.txt;gutenberg_texts/32059.txt,2000,4720,4720,176
symmetric,random,1000,8,target,one_book,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/32059.txt,2000,4550,4550,407
symmetric,random,1000,8,target,two_books,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/32059.txt;gutenberg_texts/31581.txt,2000,4550,4550,407
symmetric,random,1000,8,target,one_book,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31581.txt,2000,181,181,73
symmetric,random,1000,8,target,two_books,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31581.txt;gutenberg_texts/31589.txt,2000,181,181,73
symmetric,random,1000,8,target,one_book,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31589.txt,2000,2749,2749,4689
symmetric,random,1000,8,target,two_books,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31589.txt;gutenberg_texts/31581.txt,2000,2749,2749,4689
symmetric,random,1000,8,target,one_book,herbert_george_wells,full_books/herbert_george_wells_full.txt,gutenberg_texts/35.txt,2000,2366,2366,2498
symmetric,random,1000,8,target,two_books,herbert_george_wells,full_books/herbert_george_wells_full.txt,gutenberg_texts/35.txt;gutenberg_texts/36.txt,2000,2366,2366,2498
symmetric,random,1000,8,target,one_book,herbert_george_wells,full_books/herbert_george_wells_full.txt,gutenberg_texts/36.txt,2000,6216,6216,340
symmetric,random,1000,8,target,two_books,herbert_george_wells,full_books/herbert_george_wells_full.txt,gutenberg_texts/36.txt;gutenberg_texts/35.txt,2000,6216,6216,340
symmetric,random,1000,8,target,one_book,herbert_george_wells,gutenberg_texts/35.txt,full_books/herbert_george_wells_full.txt,2000,242,242,4646
symmetric,random,1000,8,target,two_books,herbert_george_wells,gutenberg_texts/35.txt,full_books/herbert_george_wells_full.txt;gutenberg_texts/36.txt,2000,242,242,4646
symmetric,random,1000,8,target,one_book,herbert_george_wells,gutenberg_texts/35.txt,gutenberg_texts/36.txt,2000,3232,3232,4266
symmetric,random,1000,8,target,two_books,herbert_george_wells,gutenberg_texts/35.txt,gutenberg_texts/36.txt;full_books/herbert_george_wells_full.txt,2000,3232,3232,4266
symmetric,random,1000,8,target,one_book,herbert_george_wells,gutenberg_texts/36.txt,full_books/herbert_george_wells_full.txt,2000,5599,5599,2316
symmetric,random,1000,8,target,two_books,herbert_george_wells,gutenberg_texts/36.txt,full_books/herbert_george_wells_full.txt;gutenberg_texts/35.txt,2000,5599,5599,2316
symmetric,random,1000,8,target,one_book,herbert_george_wells,gutenberg_texts/36.txt,gutenberg_texts/35.txt,2000,1065,1065,3828
symmetric,random,1000,8,target,two_books,herbert_george_wells,gutenberg_texts/36.txt,gutenberg_texts/35.txt;full_books/herbert_george_wells_full.txt,2000,1065,1065,3828
symmetric,random,1000,8,target,one_book,jane_austen,full_books/jane_austen_full.txt,gutenberg_texts/161.txt,2000,172,172,16717
symmetric,random,1000,8,target,two_books,jane_austen,full_books/jane_austen_full.txt,gutenberg_texts/161.txt;gutenberg_texts/1342.txt,2000,172,172,16717
symmetric,random,1000,8,target,one_book,jane_austen,full_books/jane_austen_full.txt,gutenberg_texts/1342.txt,2000,17643,17643,2554
symmetric,random,1000,8,target,two_books,jane_austen,full_books/jane_austen_full.txt,gutenberg_texts/1342.txt;gutenberg_texts/161.txt,2000,17643,17643,2554
symmetric,random,1000,8,target,one_book,jane_austen,gutenberg_texts/161.txt,full_books/jane_austen_full.txt,2000,12713,12713,442
symmetric,random,1000,8,target,two_books,jane_austen,gutenberg_texts/161.txt,full_books/jane_austen_full.txt;gutenberg_texts/1342.txt,2000,12713,12713,442
symmetric,random,1000,8,target,one_book,jane_austen,gutenberg_texts/161.txt,gutenberg_texts/1342.txt,2000,1734,1734,15237
symmetric,random,1000,8,target,two_books,jane_austen,gutenberg_texts/161.txt,gutenberg_texts/1342.txt;full_books/jane_austen_full.txt,2000,1734,1734,15237
symmetric,random,1000,8,target,one_book,jane_austen,gutenberg_texts/1342.txt,full_books/jane_austen_full.txt,2000,2012,2012,11351
symmetric,random,1000,8,target,two_books,jane_austen,gutenberg_texts/1342.txt,full_books/jane_austen_full.txt;gutenberg_texts/161.txt,2000,2012,2012,11351
symmetric,random,1000,8,target,one_book,jane_austen,gutenberg_texts/1342.txt,gutenberg_texts/161.txt,2000,7284,7284,1341
symmetric,random,1000,8,target,two_books,jane_austen,gutenberg_texts/1342.txt,gutenberg_texts/161.txt;full_books/jane_austen_full.txt,2000,7284,7284,1341
symmetric,random,1000,8,target,one_book,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/24267.txt,2000,11512,11512,5808
symmetric,random,1000,8,target,two_books,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/24267.txt;gutenberg_texts/21108.txt,2000,11512,11512,5808
symmetric,random,1000,8,target,one_book,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21108.txt,2000,17328,17328,13189
symmetric,random,1000,8,target,two_books,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/21108.txt;gutenberg_texts/24267.txt,2000,17328,17328,13189
symmetric,random,1000,8,target,one_book,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21107.txt,2000,532,532,15610
symmetric,random,1000,8,target,two_books,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21107.txt;gutenberg_texts/21108.txt,2000,532,532,15610
symmetric,random,1000,8,target,one_book,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21108.txt,2000,2758,2758,730
symmetric,random,1000,8,target,two_books,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21108.txt;gutenberg_texts/21107.txt,2000,2758,2758,730
symmetric,random,1000,8,target,one_book,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21107.txt,2000,3567,3567,3104
symmetric,random,1000,8,target,two_books,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21107.txt;gutenberg_texts/24267.txt,2000,3567,3567,3104
symmetric,random,1000,8,target,one_book,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/24267.txt,2000,2937,2937,849
symmetric,random,1000,8,target,two_books,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/24267.txt;gutenberg_texts/21107.txt,2000,2937,2937,849
symmetric,random,1000,8,target,one_book,joseph_conrad,gutenberg_texts/219.txt,gutenberg_texts/5658.txt,2000,14554,14554,25187
symmetric,random,1000,8,target,two_books,joseph_conrad,gutenberg_texts/219.txt,gutenberg_texts/5658.txt;gutenberg_texts/2021.txt,2000,14554,14554,25187
symmetric,random,1000,8,target,one_book,joseph_conrad,gutenberg_texts/219.txt,gutenberg_texts/2021.txt,2000,11840,11840,9273
symmetric,random,1000,8,target,two_books,joseph_conrad,gutenberg_texts/219.txt,gutenberg_texts/2021.txt;gutenberg_texts/5658.txt,2000,11840,11840,9273
symmetric,random,1000,8,target,one_book,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/219.txt,2000,1570,1570,3670
symmetric,random,1000,8,target,two_books,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/219.txt;gutenberg_texts/2021.txt,2000,1570,1570,3670
symmetric,random,1000,8,target,one_book,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/2021.txt,2000,7260,7260,3759
symmetric,random,1000,8,target,two_books,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/2021.txt;gutenberg_texts/219.txt,2000,7260,7260,3759
symmetric,random,1000,8,target,one_book,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/219.txt,2000,776,776,16238
symmetric,random,1000,8,target,two_books,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/219.txt;gutenberg_texts/5658.txt,2000,776,776,16238
symmetric,random,1000,8,target,one_book,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/5658.txt,2000,1811,1811,585
symmetric,random,1000,8,target,two_books,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/5658.txt;gutenberg_texts/219.txt,2000,1811,1811,585
symmetric,random,1000,8,target,one_book,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/4787.txt,2000,27131,27131,2022
symmetric,random,1000,8,target,two_books,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/4787.txt;gutenberg_texts/28301.txt,2000,27131,27131,2022
symmetric,random,1000,8,target,one_book,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/28301.txt,2000,13732,13732,17995
symmetric,random,1000,8,target,two_books,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/28301.txt;gutenberg_texts/4787.txt,2000,13732,13732,17995
symmetric,random,1000,8,target,one_book,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/3635.txt,2000,3523,3523,1116
symmetric,random,1000,8,target,two_books,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/3635.txt;gutenberg_texts/28301.txt,2000,3523,3523,1116
symmetric,random,1000,8,target,one_book,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/28301.txt,2000,15262,15262,4513
symmetric,random,1000,8,target,two_books,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/28301.txt;gutenberg_texts/3635.txt,2000,15262,15262,4513
symmetric,random,1000,8,target,one_book,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/3635.txt,2000,976,976,24895
symmetric,random,1000,8,target,two_books,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/3635.txt;gutenberg_texts/4787.txt,2000,976,976,24895
symmetric,random,1000,8,target,one_book,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/4787.txt,2000,6103,6103,158
symmetric,random,1000,8,target,two_books,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/4787.txt;gutenberg_texts/3635.txt,2000,6103,6103,158
symmetric,random,1000,8,target,one_book,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9378.txt,2000,5110,5110,14918
symmetric,random,1000,8,target,two_books,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9378.txt;gutenberg_texts/9779.txt,2000,5110,5110,14918
symmetric,random,1000,8,target,one_book,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9779.txt,2000,10261,10261,7034
symmetric,random,1000,8,target,two_books,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9779.txt;gutenberg_texts/9378.txt,2000,10261,10261,7034
symmetric,random,1000,8,target,one_book,louis_joseph_vance,gutenberg_texts/9378.txt,gutenberg_texts/8741.txt,2000,8334,8334,7745
symmetric,random,1000,8,target,two_books,louis_joseph_vance,gutenberg_texts/9378.txt,gutenberg_texts/8741.txt;gutenberg_texts/9779.txt,2000,8334,8334,7745
symmetric,random,1000,8,target,one_book,louis_joseph_vance,gutenberg_texts/9378.txt,gutenberg_texts/9779.txt,2000,11562,11562,6640
symmetric,random,1000,8,target,two_books,louis_joseph_vance,gutenberg_texts/9378.txt,gutenberg_texts/9779.txt;gutenberg_texts/8741.txt,2000,11562,11562,6640
symmetric,random,1000,8,target,one_book,louis_joseph_vance,gutenberg_texts/9779.txt,gutenberg_texts/8741.txt,2000,9297,9297,2739
symmetric,random,1000,8,target,two_books,louis_joseph_vance,gutenberg_texts/9779.txt,gutenberg_texts/8741.txt;gutenberg_texts/9378.txt,2000,9297,9297,2739
symmetric,random,1000,8,target,one_book,louis_joseph_vance,gutenberg_texts/9779.txt,gutenberg_texts/9378.txt,2000,1587,1587,2656
symmetric,random,1000,8,target,two_books,louis_joseph_vance,gutenberg_texts/9779.txt,gutenberg_texts/9378.txt;gutenberg_texts/8741.txt,2000,1587,1587,2656
symmetric,random,1000,8,target,one_book,luis_senarens,gutenberg_texts/54629.txt,gutenberg_texts/54648.txt,2000,3273,3273,1238
symmetric,random,1000,8,target,two_books,luis_senarens,gutenberg_texts/54629.txt,gutenberg_texts/54648.txt;gutenberg_texts/55562.txt,2000,3273,3273,1238
symmetric,random,1000,8,target,one_book,luis_senarens,gutenberg_texts/54629.txt,gutenberg_texts/55562.txt,2000,2759,2759,4733
symmetric,random,1000,8,target,two_books,luis_senarens,gutenberg_texts/54629.txt,gutenberg_texts/55562.txt;gutenberg_texts/54648.txt,2000,2759,2759,4733
symmetric,random,1000,8,target,one_book,luis_senarens,gutenberg_texts/54648.txt,gutenberg_texts/54629.txt,2000,969,969,3838
symmetric,random,1000,8,target,two_books,luis_senarens,gutenberg_texts/54648.txt,gutenberg_texts/54629.txt;gutenberg_texts/55562.txt,2000,969,969,3838
symmetric,random,1000,8,target,one_book,luis_senarens,gutenberg_texts/54648.txt,gutenberg_texts/55562.txt,2000,1171,1171,2737
symmetric,random,1000,8,target,two_books,luis_senarens,gutenberg_texts/54648.txt,gutenberg_texts/55562.txt;gutenberg_texts/54629.txt,2000,1171,1171,2737
symmetric,random,1000,8,target,one_book,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/54629.txt,2000,3734,3734,2918
symmetric,random,1000,8,target,two_books,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/54629.txt;gutenberg_texts/54648.txt,2000,3734,3734,2918
symmetric,random,1000,8,target,one_book,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/54648.txt,2000,3550,3550,3906
symmetric,random,1000,8,target,two_books,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/54648.txt;gutenberg_texts/54629.txt,2000,3550,3550,3906
symmetric,random,1000,8,target,one_book,mark_twain,gutenberg_texts/74.txt,gutenberg_texts/76.txt,2000,12726,12726,5752
symmetric,random,1000,8,target,two_books,mark_twain,gutenberg_texts/74.txt,gutenberg_texts/76.txt;gutenberg_texts/86.txt,2000,12726,12726,5752
symmetric,random,1000,8,target,one_book,mark_twain,gutenberg_texts/74.txt,gutenberg_texts/86.txt,2000,7002,7002,3700
symmetric,random,1000,8,target,two_books,mark_twain,gutenberg_texts/74.txt,gutenberg_texts/86.txt;gutenberg_texts/76.txt,2000,7002,7002,3700
symmetric,random,1000,8,target,one_book,mark_twain,gutenberg_texts/76.txt,gutenberg_texts/74.txt,2000,4662,4662,17135
symmetric,random,1000,8,target,two_books,mark_twain,gutenberg_texts/76.txt,gutenberg_texts/74.txt;gutenberg_texts/86.txt,2000,4662,4662,17135
symmetric,random,1000,8,target,one_book,mark_twain,gutenberg_texts/76.txt,gutenberg_texts/86.txt,2000,16360,16360,1167
symmetric,random,1000,8,target,two_books,mark_twain,gutenberg_texts/76.txt,gutenberg_texts/86.txt;gutenberg_texts/74.txt,2000,16360,16360,1167
symmetric,random,1000,8,target,one_book,mark_twain,gutenberg_texts/86.txt,gutenberg_texts/74.txt,2000,9619,9619,2616
symmetric,random,1000,8,target,two_books,mark_twain,gutenberg_texts/86.txt,gutenberg_texts/74.txt;gutenberg_texts/76.txt,2000,9619,9619,2616
symmetric,random,1000,8,target,one_book,mark_twain,gutenberg_texts/86.txt,gutenberg_texts/76.txt,2000,15610,15610,9032
symmetric,random,1000,8,target,two_books,mark_twain,gutenberg_texts/86.txt,gutenberg_texts/76.txt;gutenberg_texts/74.txt,2000,15610,15610,9032
symmetric,random,1000,8,target,one_book,mary_shelley,gutenberg_texts/84.txt,gutenberg_texts/18247.txt,2000,21803,21803,2115
symmetric,random,1000,8,target,two_books,mary_shelley,gutenberg_texts/84.txt,gutenberg_texts/18247.txt;gutenberg_texts/15238.txt,2000,21803,21803,2115
symmetric,random,1000,8,target,one_book,mary_shelley,gutenberg_texts/84.txt,gutenberg_texts/15238.txt,2000,677,677,13503
symmetric,random,1000,8,target,two_books,mary_shelley,gutenberg_texts/84.txt,gutenberg_texts/15238.txt;gutenberg_texts/18247.txt,2000,677,677,13503
symmetric,random,1000,8,target,one_book,mary_shelley,gutenberg_texts/18247.txt,gutenberg_texts/84.txt,2000,7279,7279,3328
symmetric,random,1000,8,target,two_books,mary_shelley,gutenberg_texts/18247.txt,gutenberg_texts/84.txt;gutenberg_texts/15238.txt,2000,7279,7279,3328
symmetric,random,1000,8,target,one_book,mary_shelley,gutenberg_texts/18247.txt,gutenberg_texts/15238.txt,2000,642,642,2574
symmetric,random,1000,8,target,two_books,mary_shelley,gutenberg_texts/18247.txt,gutenberg_texts/15238.txt;gutenberg_texts/84.txt,2000,642,642,2574
symmetric,random,1000,8,target,one_book,mary_shelley,gutenberg_texts/15238.txt,gutenberg_texts/84.txt,2000,2044,2044,15949
symmetric,random,1000,8,target,two_books,mary_shelley,gutenberg_texts/15238.txt,gutenberg_texts/84.txt;gutenberg_texts/18247.txt,2000,2044,2044,15949
symmetric,random,1000,8,target,one_book,mary_shelley,gutenberg_texts/15238.txt,gutenberg_texts/18247.txt,2000,2571,2571,6448
symmetric,random,1000,8,target,two_books,mary_shelley,gutenberg_texts/15238.txt,gutenberg_texts/18247.txt;gutenberg_texts/84.txt,2000,2571,2571,6448
symmetric,random,1000,8,target,one_book,mildred_wirt,gutenberg_texts/34592.txt,gutenberg_texts/34832.txt,2000,6445,6445,2742
symmetric,random,1000,8,target,two_books,mildred_wirt,gutenberg_texts/34592.txt,gutenberg_texts/34832.txt;gutenberg_texts/35082.txt,2000,6445,6445,2742
symmetric,random,1000,8,target,one_book,mildred_wirt,gutenberg_texts/34592.txt,gutenberg_texts/35082.txt,2000,8349,8349,1729
symmetric,random,1000,8,target,two_books,mildred_wirt,gutenberg_texts/34592.txt,gutenberg_texts/35082.txt;gutenberg_texts/34832.txt,2000,8349,8349,1729
symmetric,random,1000,8,target,one_book,mildred_wirt,gutenberg_texts/34832.txt,gutenberg_texts/34592.txt,2000,2451,2451,8366
symmetric,random,1000,8,target,two_books,mildred_wirt,gutenberg_texts/34832.txt,gutenberg_texts/34592.txt;gutenberg_texts/35082.txt,2000,2451,2451,8366
symmetric,random,1000,8,target,one_book,mildred_wirt,gutenberg_texts/34832.txt,gutenberg_texts/35082.txt,2000,1791,1791,8290
symmetric,random,1000,8,target,two_books,mildred_wirt,gutenberg_texts/34832.txt,gutenberg_texts/35082.txt;gutenberg_texts/34592.txt,2000,1791,1791,8290
symmetric,random,1000,8,target,one_book,mildred_wirt,gutenberg_texts/35082.txt,gutenberg_texts/34592.txt,2000,526,526,3139
symmetric,random,1000,8,target,two_books,mildred_wirt,gutenberg_texts/35082.txt,gutenberg_texts/34592.txt;gutenberg_texts/34832.txt,2000,526,526,3139
symmetric,random,1000,8,target,one_book,mildred_wirt,gutenberg_texts/35082.txt,gutenberg_texts/34832.txt,2000,5043,5043,4777
symmetric,random,1000,8,target,two_books,mildred_wirt,gutenberg_texts/35082.txt,gutenberg_texts/34832.txt;gutenberg_texts/34592.txt,2000,5043,5043,4777
symmetric,random,1000,8,target,one_book,oscar_wilde,gutenberg_texts/174.txt,gutenberg_texts/773.txt,2000,2190,2190,788
symmetric,random,1000,8,target,two_books,oscar_wilde,gutenberg_texts/174.txt,gutenberg_texts/773.txt;gutenberg_texts/14522.txt,2000,2190,2190,788
symmetric,random,1000,8,target,one_book,oscar_wilde,gutenberg_texts/773.txt,gutenberg_texts/174.txt,2000,6245,6245,804
symmetric,random,1000,8,target,two_books,oscar_wilde,gutenberg_texts/773.txt,gutenberg_texts/174.txt;gutenberg_texts/14522.txt,2000,6245,6245,804
symmetric,random,1000,8,target,one_book,oscar_wilde,gutenberg_texts/14522.txt,gutenberg_texts/174.txt,2000,5444,5444,2909
symmetric,random,1000,8,target,two_books,oscar_wilde,gutenberg_texts/14522.txt,gutenberg_texts/174.txt;gutenberg_texts/773.txt,2000,5444,5444,2909
symmetric,random,1000,8,target,one_book,oscar_wilde,gutenberg_texts/14522.txt,gutenberg_texts/773.txt,2000,2926,2926,7801
symmetric,random,1000,8,target,two_books,oscar_wilde,gutenberg_texts/14522.txt,gutenberg_texts/773.txt;gutenberg_texts/174.txt,2000,2926,2926,7801
symmetric,random,1000,8,target,one_book,robert_sidney_bowen,gutenberg_texts/32440.txt,gutenberg_texts/32331.txt,2000,7492,7492,2036
symmetric,random,1000,8,target,two_books,robert_sidney_bowen,gutenberg_texts/32440.txt,gutenberg_texts/32331.txt;gutenberg_texts/32542.txt,2000,7492,7492,2036
symmetric,random,1000,8,target,one_book,robert_sidney_bowen,gutenberg_texts/32440.txt,gutenberg_texts/32542.txt,2000,5655,5655,8251
symmetric,random,1000,8,target,two_books,robert_sidney_bowen,gutenberg_texts/32440.txt,gutenberg_texts/32542.txt;gutenberg_texts/32331.txt,2000,5655,5655,8251
symmetric,random,1000,8,target,one_book,robert_sidney_bowen,gutenberg_texts/32331.txt,gutenberg_texts/32440.txt,2000,4364,4364,7225
symmetric,random,1000,8,target,two_books,robert_sidney_bowen,gutenberg_texts/32331.txt,gutenberg_texts/32440.txt;gutenberg_texts/32542.txt,2000,4364,4364,7225
symmetric,random,1000,8,target,one_book,robert_sidney_bowen,gutenberg_texts/32331.txt,gutenberg_texts/32542.txt,2000,3458,3458,8068
symmetric,random,1000,8,target,two_books,robert_sidney_bowen,gutenberg_texts/32331.txt,gutenberg_texts/32542.txt;gutenberg_texts/32440.txt,2000,3458,3458,8068
symmetric,random,1000,8,target,one_book,robert_sidney_bowen,gutenberg_texts/32542.txt,gutenberg_texts/32440.txt,2000,7313,7313,6306
symmetric,random,1000,8,target,two_books,robert_sidney_bowen,gutenberg_texts/32542.txt,gutenberg_texts/32440.txt;gutenberg_texts/32331.txt,2000,7313,7313,6306
symmetric,random,1000,8,target,one_book,robert_sidney_bowen,gutenberg_texts/32542.txt,gutenberg_texts/32331.txt,2000,6471,6471,6119
symmetric,random,1000,8,target,two_books,robert_sidney_bowen,gutenberg_texts/32542.txt,gutenberg_texts/32331.txt;gutenberg_texts/32440.txt,2000,6471,6471,6119
symmetric,random,1000,8,target,one_book,susan_warner,gutenberg_texts/16918.txt,gutenberg_texts/8874.txt,2000,11034,11034,2681
symmetric,random,1000,8,target,two_books,susan_warner,gutenberg_texts/16918.txt,gutenberg_texts/8874.txt;gutenberg_texts/29824.txt,2000,11034,11034,2681
symmetric,random,1000,8,target,one_book,susan_warner,gutenberg_texts/16918.txt,gutenberg_texts/29824.txt,2000,12743,12743,29718
symmetric,random,1000,8,target,two_books,susan_warner,gutenberg_texts/16918.txt,gutenberg_texts/29824.txt;gutenberg_texts/8874.txt,2000,12743,12743,29718
symmetric,random,1000,8,target,one_book,susan_warner,gutenberg_texts/8874.txt,gutenberg_texts/16918.txt,2000,20966,20966,16591
symmetric,random,1000,8,target,two_books,susan_warner,gutenberg_texts/8874.txt,gutenberg_texts/16918.txt;gutenberg_texts/29824.txt,2000,20966,20966,16591
symmetric,random,1000,8,target,one_book,susan_warner,gutenberg_texts/8874.txt,gutenberg_texts/29824.txt,2000,8460,8460,830
symmetric,random,1000,8,target,two_books,susan_warner,gutenberg_texts/8874.txt,gutenberg_texts/29824.txt;gutenberg_texts/16918.txt,2000,8460,8460,830
symmetric,random,1000,8,target,one_book,susan_warner,gutenberg_texts/29824.txt,gutenberg_texts/16918.txt,2000,40629,40629,40918
symmetric,random,1000,8,target,two_books,susan_warner,gutenberg_texts/29824.txt,gutenberg_texts/16918.txt;gutenberg_texts/8874.txt,2000,40629,40629,40918
symmetric,random,1000,8,target,one_book,susan_warner,gutenberg_texts/29824.txt,gutenberg_texts/8874.txt,2000,41710,41710,20719
symmetric,random,1000,8,target,two_books,susan_warner,gutenberg_texts/29824.txt,gutenberg_texts/8874.txt;gutenberg_texts/16918.txt,2000,41710,41710,20719
symmetric,random,1000,9,rival,one_book,agnes_may_fleming,,full_books/agnes_may_fleming_full.txt,2000,1057,1057,11726
symmetric,random,1000,9,rival,two_books,agnes_may_fleming,,full_books/agnes_may_fleming_full.txt;gutenberg_texts/7063.txt,2000,1057,1057,11726
symmetric,random,1000,9,rival,one_book,arthur_conan_doyle,,gutenberg_texts/2852.txt,2000,1588,1588,10767
symmetric,random,1000,9,rival,two_books,arthur_conan_doyle,,gutenberg_texts/2852.txt;gutenberg_texts/1661.txt,2000,1588,1588,10767
symmetric,random,1000,9,rival,one_book,arthur_scott_bailey,,gutenberg_texts/18656.txt,2000,606,606,467
symmetric,random,1000,9,rival,two_books,arthur_scott_bailey,,gutenberg_texts/18656.txt;gutenberg_texts/24589.txt,2000,606,606,467
symmetric,random,1000,9,rival,one_book,charles_dickens,,gutenberg_texts/1400.txt,2000,9887,9887,23484
symmetric,random,1000,9,rival,two_books,charles_dickens,,gutenberg_texts/1400.txt;gutenberg_texts/98.txt,2000,9887,9887,23484
symmetric,random,1000,9,rival,one_book,charlotte_bronte,,gutenberg_texts/1260.txt,2000,30837,30837,19929
symmetric,random,1000,9,rival,two_books,charlotte_bronte,,gutenberg_texts/1260.txt;gutenberg_texts/30486.txt,2000,30837,30837,19929
symmetric,random,1000,9,rival,one_book,ethel_m_dell,,gutenberg_texts/13960.txt,2000,5627,5627,650
symmetric,random,1000,9,rival,two_books,ethel_m_dell,,gutenberg_texts/13960.txt;gutenberg_texts/12360.txt,2000,5627,5627,650
symmetric,random,1000,9,rival,one_book,harold_l_goodwin,,gutenberg_texts/31589.txt,2000,5577,5577,4085
symmetric,random,1000,9,rival,two_books,harold_l_goodwin,,gutenberg_texts/31589.txt;gutenberg_texts/32059.txt,2000,5577,5577,4085
symmetric,random,1000,9,rival,one_book,herbert_george_wells,,gutenberg_texts/36.txt,2000,401,401,148
symmetric,random,1000,9,rival,two_books,herbert_george_wells,,gutenberg_texts/36.txt;gutenberg_texts/35.txt,2000,401,401,148
symmetric,random,1000,9,rival,one_book,jane_austen,,full_books/jane_austen_full.txt,2000,750,750,15935
symmetric,random,1000,9,rival,two_books,jane_austen,,full_books/jane_austen_full.txt;gutenberg_texts/161.txt,2000,750,750,15935
symmetric,random,1000,9,rival,one_book,john_c_hutcheson,,gutenberg_texts/24267.txt,2000,9501,9501,2777
symmetric,random,1000,9,rival,two_books,john_c_hutcheson,,gutenberg_texts/24267.txt;gutenberg_texts/21108.txt,2000,9501,9501,2777
symmetric,random,1000,9,rival,one_book,joseph_conrad,,gutenberg_texts/5658.txt,2000,14584,14584,4096
symmetric,random,1000,9,rival,two_books,joseph_conrad,,gutenberg_texts/5658.txt;gutenberg_texts/219.txt,2000,14584,14584,4096
symmetric,random,1000,9,rival,one_book,kathleen_thompson_norris,,gutenberg_texts/3635.txt,2000,3972,3972,12963
symmetric,random,1000,9,rival,two_books,kathleen_thompson_norris,,gutenberg_texts/3635.txt;gutenberg_texts/28301.txt,2000,3972,3972,12963
symmetric,random,1000,9,rival,one_book,louis_joseph_vance,,gutenberg_texts/8741.txt,2000,7726,7726,2550
